Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Ingar Malvang	DEMN	1	Female	Norsk		1954	Yes	Oslo	0301	Oslo
Ann-Katrin Vemer Krogh	DEMN	2	Female	Norsk		1962	Yes	Oslo	0301	Oslo
Odd Sætre	DEMN	3	Male	Norsk		1949	Yes	Oslo	0301	Oslo
Laila Katnosa	DEMN	4	Female	Norsk		1960	Yes	Oslo	0301	Oslo
Kåre Eriksen	DEMN	5	Male	Norsk		1938	Yes	Oslo	0301	Oslo
Ragnhild Heitmann Kaas	DEMN	6	Female	Norsk		1945	Yes	Oslo	0301	Oslo
Ingmar Tveitt	DEMN	7	Male	Norsk		1976	Yes	Oslo	0301	Oslo
Linda Øvrum	DEMN	8	Female	Norsk		1984	Yes	Oslo	0301	Oslo
Jack A. Martinussen	DEMN	9	Male	Norsk		1947	Yes	Oslo	0301	Oslo
Svein Arne Nordølum	DEMN	10	Male	Norsk		1968	Yes	Oslo	0301	Oslo
Agnar Blom	DEMN	11	Male	Norsk		1953	Yes	Oslo	0301	Oslo
Janicke Knudtzon	DEMN	12	Female	Norsk		1951	Yes	Oslo	0301	Oslo
Johan Ludvig Nistad	DEMN	13	Male	Norsk		1945	Yes	Oslo	0301	Oslo
Rogerio Snarli	DEMN	14	Male	Non	Spanish	1983	Yes	Oslo	0301	Oslo
Aage Johan Sundvor	DEMN	15	Male	Norsk		1977	Yes	Oslo	0301	Oslo
Frank Eugen Edvardsen	DEMN	16	Male	Norsk		1975	Yes	Oslo	0301	Oslo
Tian Riseng	DEMN	17	Male	Non	Chinese	1976	Yes	Oslo	0301	Oslo
Petter Kaas	DEMN	18	Male	Norsk		1936	Yes	Oslo	0301	Oslo
Kim Elvegård	DEMN	19	Female	Norsk		1956	Yes	Oslo	0301	Oslo
Stian Andreassen	DEMN	20	Male	Norsk		1982	Yes	Oslo	0301	Oslo
Mette Bjerkelien	DEMN	21	Female	Norsk		1964	Yes	Oslo	0301	Oslo
Gunnar Danielsen	DEMN	22	Male	Norsk		1926	Yes	Oslo	0301	Oslo
Kari Reistadbakk	DEMN	23	Female	Norsk		1983	Yes	Oslo	0301	Oslo
Kjetil Aalerud	DEMN	24	Male	Norsk		1961	Yes	Oslo	0301	Oslo
Vårunn Fossheim Westin	DEMN	25	Female	Norsk		1955	Yes	Oslo	0301	Oslo
Even Birkedal	DEMN	26	Male	Norsk		1980	Yes	Oslo	0301	Oslo
Ove Reidulff	DEMN	27	Male	Norsk		1924	Yes	Oslo	0301	Oslo
Øyvind Andreas Meland	DEMN	28	Male	Norsk		1977	Yes	Oslo	0301	Oslo
Vidar Bysheim	DEMN	29	Male	Norsk		1962	Yes	Oslo	0301	Oslo
Jan Aage Hansen	DEMN	30	Male	Norsk		1932	Yes	Oslo	0301	Oslo
Per Andre Deberitz	DEMN	31	Male	Norsk		1971	Yes	Oslo	0301	Oslo
Stig Granum	DEMN	32	Male	Norsk		1976	Yes	Oslo	0301	Oslo
Willy Wiesner	DEMN	33	Male	Norsk		1979	Yes	Oslo	0301	Oslo
Jan Øystein Jahnsen	DEMN	34	Male	Norsk		1943	Yes	Oslo	0301	Oslo
Sølve Seim	DEMN	35	Male	Norsk		1952	Yes	Oslo	0301	Oslo
Arvid Arnold Austad	DEMN	36	Male	Norsk		1919	Yes	Oslo	0301	Oslo
Ulf Ragnar Moen	DEMN	37	Male	Norsk		1953	Yes	Oslo	0301	Oslo
Per Leinad	DEMN	38	Male	Norsk		1960	Yes	Oslo	0301	Oslo
Lars Astrup	DEMN	39	Male	Norsk		1959	Yes	Oslo	0301	Oslo
Morten Arne Sand	DEMN	40	Male	Norsk		1961	Yes	Oslo	0301	Oslo
Bjarne Mork	DEMN	41	Male	Norsk		1936	Yes	Oslo	0301	Oslo
Petter Ødegaard	DEMN	42	Male	Norsk		1973	Yes	Oslo	0301	Oslo
Morten Daland	DEMN	43	Male	Norsk		1957	Yes	Oslo	0301	Oslo
Oddvar Aall Larsen	DEMN	44	Male	Norsk		1920	Yes	Oslo	0301	Oslo
Bjørn Helge Loe	DEMN	45	Male	Norsk		1964	Yes	Oslo	0301	Oslo
Terje Granli	DEMN	46	Male	Norsk		1973	Yes	Oslo	0301	Oslo
Per Steffen Borg	DEMN	47	Male	Norsk		1961	Yes	Oslo	0301	Oslo
Kai Christoffersen	DEMN	48	Male	Norsk		1973	Yes	Oslo	0301	Oslo
Kenneth Christensen	DEMN	49	Male	Norsk		1977	Yes	Oslo	0301	Oslo
Tom Thorkildsen	DEMN	50	Male	Norsk		1943	Yes	Oslo	0301	Oslo
Kristian August Moen	DEMN	51	Male	Norsk		1922	Yes	Oslo	0301	Oslo
Bjarne Kristian Widsteen	DEMN	52	Male	Norsk		1943	Yes	Oslo	0301	Oslo
Kurt Ødegård	DEMN	53	Male	Norsk		1944	Yes	Oslo	0301	Oslo
Christen Krogvig	DEMN	54	Male	Norsk		1969	Yes	Oslo	0301	Oslo
Sveinung Legard	DEMN	55	Female	Norsk		1978	No	Oslo	0301	Oslo
Camilla Pedersen	DEMN	56	Female	Norsk		1981	No	Oslo	0301	Oslo
Kim Næss	DEMN	57	Female	Norsk		1986	No	Oslo	0301	Oslo
Anett Andreassen	DEMN	58	Female	Norsk		1978	No	Oslo	0301	Oslo
Kjetil Braut Simonsen	DEMN	59	Male	Norsk		1981	No	Oslo	0301	Oslo
Peter André Kristoffersen	DEMN	60	Male	Norsk		1974	No	Oslo	0301	Oslo
Terje Kortner	DEMN	61	Male	Norsk		1980	No	Oslo	0301	Oslo
Vegard Martinsen	DLF	1	Male	Norsk		1955	No	Oslo	0301	Oslo
Tore Aabø	DLF	2	Male	Norsk		1973	No	Oslo	0301	Oslo
Ole Martin Moen	DLF	3	Male	Norsk		1985	No	Oslo	0301	Oslo
Martin Johansen	DLF	4	Male	Norsk		1984	No	Oslo	0301	Oslo
Thomas M. Johanson	DLF	5	Male	Norsk		1978	No	Oslo	0301	Oslo
Raymond Thorsen	DLF	6	Male	Norsk		1976	No	Oslo	0301	Oslo
Inger Lazzeri	DLF	7	Female	Norsk		1934	No	Oslo	0301	Oslo
Knut Mønnesland	DLF	8	Male	Norsk		1939	No	Oslo	0301	Oslo
Jarle Brunsell	DLF	9	Male	Norsk		1965	No	Oslo	0301	Oslo
Børge Svanstrøm Amundsen	DLF	10	Male	Norsk		1971	No	Oslo	0301	Oslo
Ken-Gjøran Johansen	DLF	11	Male	Norsk		1977	No	Oslo	0301	Oslo
Merethe Reklev	DLF	12	Female	Norsk		1951	No	Oslo	0301	Oslo
Gunnar Moen Salberg	DLF	13	Male	Norsk		1938	No	Oslo	0301	Oslo
Rune Gerhardsen	AP	1	Male	Norsk		1946	Yes	Oslo	0301	Oslo
Nina Bachke	AP	2	Female	Norsk		1974	Yes	Oslo	0301	Oslo
Trond Jensrud	AP	3	Male	Norsk		1968	Yes	Oslo	0301	Oslo
Karima Abd-Daif	AP	4	Female	Norsk		1965	Yes	Oslo	0301	Oslo
Eirik Brunvatne Thommessen	AP	5	Male	Norsk		1984	Yes	Oslo	0301	Oslo
Rina Mariann Hansen	AP	6	Female	Norsk		1977	Yes	Oslo	0301	Oslo
Bjørn A. Lundberg	AP	7	Male	Norsk		1942	Yes	Oslo	0301	Oslo
Tone Tellevik Dahl	AP	8	Male	Norsk		1970	Yes	Oslo	0301	Oslo
Khalid Mahmood	AP	9	Male	Norsk		1959	Yes	Oslo	0301	Oslo
Janne Svegården	AP	10	Female	Norsk		1957	Yes	Oslo	0301	Oslo
Andreas Halse	AP	11	Male	Norsk		1977	Yes	Oslo	0301	Oslo
Ingrid Eide	AP	12	Female	Norsk		1933	Yes	Oslo	0301	Oslo
Håkon Haugli	AP	13	Male	Norsk		1969	Yes	Oslo	0301	Oslo
Rupinder Kaur Bains	AP	14	Female	Non	Indian	1961	Yes	Oslo	0301	Oslo
Ahmed Ali Wais	AP	15	Male	Non	Arabic	1958	Yes	Oslo	0301	Oslo
May-Britt Christensen	AP	16	Female	Norsk		1952	Yes	Oslo	0301	Oslo
Jon Nordenson	AP	17	Male	Norsk		1982	Yes	Oslo	0301	Oslo
Gro Bratteli Jamholt	AP	18	Female	Norsk		1976	Yes	Oslo	0301	Oslo
Fredrik Mellem	AP	19	Male	Norsk		1969	Yes	Oslo	0301	Oslo
Ingunn Norderval	AP	20	Female	Norsk		1930	Yes	Oslo	0301	Oslo
Kamil A. Azhar	AP	21	Male	Non	South Slavic	1979	Yes	Oslo	0301	Oslo
Ida Viksveen Larsen	AP	22	Female	Norsk		1982	No	Oslo	0301	Oslo
Jack Grimsrud	AP	23	Male	Norsk		1956	No	Oslo	0301	Oslo
Beate Svenningsen	AP	24	Female	Norsk		1973	No	Oslo	0301	Oslo
Jens Christopher Myhre	AP	25	Male	Norsk		1950	No	Oslo	0301	Oslo
Tone Birkelund	AP	26	Male	Norsk		1962	No	Oslo	0301	Oslo
Anders Greif Mathisen	AP	27	Male	Norsk		1974	No	Oslo	0301	Oslo
Julie Lødrup	AP	28	Female	Norsk		1983	No	Oslo	0301	Oslo
Ivar Christiansen	AP	29	Male	Norsk		1949	No	Oslo	0301	Oslo
Yasmin Mujahid	AP	30	Female	Non	Arabic	1953	No	Oslo	0301	Oslo
Idar Eliassen	AP	31	Male	Norsk		1933	No	Oslo	0301	Oslo
Anne Cathrine Berger	AP	32	Female	Norsk		1972	No	Oslo	0301	Oslo
Ismet Kaga	AP	33	Male	Non	Turkish	1961	No	Oslo	0301	Oslo
May-Lisbeth Myrhaug	AP	34	Male	Norsk		1948	No	Oslo	0301	Oslo
Knut Elgsaas	AP	35	Male	Norsk		1937	No	Oslo	0301	Oslo
Kari Kjenndalen	AP	36	Female	Norsk		1951	No	Oslo	0301	Oslo
Dag Harlem Stenersen	AP	37	Male	Norsk		1977	No	Oslo	0301	Oslo
Kristine Joy Nordenson	AP	38	Female	Norsk		1978	No	Oslo	0301	Oslo
Elvis Chi Nwosu	AP	39	Male	Non	Nigerian	1965	No	Oslo	0301	Oslo
Sigrid Kleiva-Gramstad	AP	40	Female	Norsk		1987	No	Oslo	0301	Oslo
Knut Sand Bakken	AP	41	Male	Norsk		1945	No	Oslo	0301	Oslo
Silje Rygland	AP	42	Female	Norsk		1982	No	Oslo	0301	Oslo
Egil Heinert	AP	43	Male	Norsk		1983	No	Oslo	0301	Oslo
Khamshajiny Gunaratnam	AP	44	Female	Non	Sri Lankan	1988	No	Oslo	0301	Oslo
Knut Roger Andersen	AP	45	Male	Norsk		1968	No	Oslo	0301	Oslo
Marit Hansen	AP	46	Female	Norsk		1953	No	Oslo	0301	Oslo
Vidar Birkeland	AP	47	Male	Norsk		1965	No	Oslo	0301	Oslo
Anne Karin Nygård	AP	48	Female	Norsk		1951	No	Oslo	0301	Oslo
Stephen Anene	AP	49	Male	Norsk		1957	No	Oslo	0301	Oslo
Sikke Næsheim	AP	50	Male	Norsk		1963	No	Oslo	0301	Oslo
Per Gunnar Dahl	AP	51	Male	Norsk		1963	No	Oslo	0301	Oslo
Siri Gåsemyr Staalesen	AP	52	Female	Norsk		1973	No	Oslo	0301	Oslo
Eskil Pedersen	AP	53	Male	Norsk		1984	No	Oslo	0301	Oslo
Svenn Erik Kristiansen	FRP	1	Male	Norsk		1940	Yes	Oslo	0301	Oslo
Peter N. Myhre	FRP	2	Male	Norsk		1954	Yes	Oslo	0301	Oslo
Sylvi Listhaug	FRP	3	Female	Norsk		1977	Yes	Oslo	0301	Oslo
Henning Holstad	FRP	4	Male	Norsk		1951	Yes	Oslo	0301	Oslo
Anette Wiig Bryn	FRP	5	Female	Norsk		1964	Yes	Oslo	0301	Oslo
Terje Lauritzen	FRP	6	Male	Norsk		1960	Yes	Oslo	0301	Oslo
Jøran Kallmyr	FRP	7	Male	Norsk		1978	Yes	Oslo	0301	Oslo
Trine Skarvang	FRP	8	Female	Norsk		1953	Yes	Oslo	0301	Oslo
Kristian Norheim	FRP	9	Male	Norsk		1976	Yes	Oslo	0301	Oslo
Berit Jensen Riis	FRP	10	Female	Norsk		1944	Yes	Oslo	0301	Oslo
Mazyar Keshvari	FRP	11	Male	Non	Persian	1981	Yes	Oslo	0301	Oslo
Bjørn Borge-Lunde	FRP	12	Male	Norsk		1952	Yes	Oslo	0301	Oslo
Tore Jan Øvsthun	FRP	13	Male	Norsk		1945	Yes	Oslo	0301	Oslo
Camilla Wilhelmsen	FRP	14	Female	Norsk		1959	Yes	Oslo	0301	Oslo
Jan Tank-Nielsen	FRP	15	Male	Norsk		1949	Yes	Oslo	0301	Oslo
Lene Dolly Langemyr	FRP	16	Female	Norsk		1979	Yes	Oslo	0301	Oslo
Cecilie Brein	FRP	17	Female	Norsk		1982	Yes	Oslo	0301	Oslo
Magne Gjelseth	FRP	18	Male	Norsk		1935	Yes	Oslo	0301	Oslo
Jan-Arne Frantzen	FRP	19	Male	Norsk		1972	No	Oslo	0301	Oslo
Knut-Olaf Skarvang	FRP	20	Male	Norsk		1982	No	Oslo	0301	Oslo
Ulf Stigen	FRP	21	Male	Norsk		1966	No	Oslo	0301	Oslo
Remi Schrøder Padoin	FRP	22	Male	Norsk		1972	No	Oslo	0301	Oslo
Jens Dedichen	FRP	23	Male	Norsk		1936	No	Oslo	0301	Oslo
Janne Petra Thørn	FRP	24	Female	Norsk		1976	No	Oslo	0301	Oslo
Jenni Pettersen	FRP	25	Female	Norsk		1986	No	Oslo	0301	Oslo
Øyvind Michelsen	FRP	26	Male	Norsk		1954	No	Oslo	0301	Oslo
Pål Nygaard	FRP	27	Male	Norsk		1974	No	Oslo	0301	Oslo
Knut Rustand	FRP	28	Male	Norsk		1962	No	Oslo	0301	Oslo
Christian Holmesland	FRP	29	Male	Norsk		1953	No	Oslo	0301	Oslo
Jan Arild Linja	FRP	30	Male	Norsk		1964	No	Oslo	0301	Oslo
Svein Erik Aldal	FRP	31	Male	Norsk		1954	No	Oslo	0301	Oslo
Ellen Gjelseth	FRP	32	Female	Norsk		1938	No	Oslo	0301	Oslo
Jan Vidar Hansen	FRP	33	Male	Norsk		1959	No	Oslo	0301	Oslo
Simen Jakobsen	FRP	34	Male	Norsk		1973	No	Oslo	0301	Oslo
Kjell Johansen	FRP	35	Male	Norsk		1967	No	Oslo	0301	Oslo
Leif Kristensen	FRP	36	Male	Norsk		1943	No	Oslo	0301	Oslo
Jan-Erik Kristiansen	FRP	37	Male	Norsk		1949	No	Oslo	0301	Oslo
Jens Emil Lange	FRP	38	Male	Norsk		1956	No	Oslo	0301	Oslo
Hilde Jordal Myrset	FRP	39	Female	Norsk		1983	No	Oslo	0301	Oslo
Hans Birger Nielsen	FRP	40	Male	Norsk		1950	No	Oslo	0301	Oslo
Marianne Nordli	FRP	41	Female	Norsk		1963	No	Oslo	0301	Oslo
Inger Lise Nymoen	FRP	42	Female	Norsk		1949	No	Oslo	0301	Oslo
Gunnar Kr. Olsen	FRP	43	Male	Norsk		1945	No	Oslo	0301	Oslo
Christian Von Reusch	FRP	44	Male	Norsk		1938	No	Oslo	0301	Oslo
Knut Riis	FRP	45	Male	Norsk		1943	No	Oslo	0301	Oslo
Lars Petter Solås	FRP	46	Male	Norsk		1985	No	Oslo	0301	Oslo
Roy Sørensen	FRP	47	Male	Norsk		1958	No	Oslo	0301	Oslo
Ewa Thim	FRP	48	Female	Norsk		1944	No	Oslo	0301	Oslo
Grethe Østhell	FRP	49	Female	Norsk		1951	No	Oslo	0301	Oslo
Arve Lønnum	FRP	50	Male	Norsk		1961	No	Oslo	0301	Oslo
Erling Lae	H	1	Male	Norsk		1947	Yes	Oslo	0301	Oslo
Fabian Stang	H	2	Male	Norsk		1955	Yes	Oslo	0301	Oslo
Brit Andreassen	H	3	Female	Norsk		1944	Yes	Oslo	0301	Oslo
Bård Folke Fredriksen	H	4	Male	Norsk		1967	Yes	Oslo	0301	Oslo
Annelise Høegh	H	5	Female	Norsk		1948	Yes	Oslo	0301	Oslo
Christin W. Krohn	H	6	Male	Norsk		1978	Yes	Oslo	0301	Oslo
Anne Haabeth Rygg	H	7	Female	Norsk		1973	Yes	Oslo	0301	Oslo
Eirik Lae Solberg	H	8	Male	Norsk		1971	Yes	Oslo	0301	Oslo
Øystein R. Sundelin	H	9	Male	Norsk		1985	Yes	Oslo	0301	Oslo
Kristin Vinje	H	10	Female	Norsk		1963	Yes	Oslo	0301	Oslo
Arild Andersson	H	11	Male	Norsk		1947	Yes	Oslo	0301	Oslo
Jonny Arnesen	H	12	Male	Norsk		1970	Yes	Oslo	0301	Oslo
Aslak Aslaksen	H	13	Male	Norsk		1959	Yes	Oslo	0301	Oslo
Arild T. Aukrust	H	14	Male	Norsk		1952	Yes	Oslo	0301	Oslo
Morten Bakke	H	15	Male	Norsk		1973	Yes	Oslo	0301	Oslo
Mertefe Bartinlioglu	H	16	Male	Non	South Slavic	1968	Yes	Oslo	0301	Oslo
Carl Christian Blich	H	17	Male	Norsk		1959	Yes	Oslo	0301	Oslo
Per-Johan B. Bogerud	H	18	Male	Norsk		1937	Yes	Oslo	0301	Oslo
Sanam S. Bokhari	H	19	Female	Non	Arabic	1977	No	Oslo	0301	Oslo
Linda Emilie Ellingsen	H	20	Female	Norsk		1982	No	Oslo	0301	Oslo
Kjell Omdal Erichsen	H	21	Male	Norsk		1978	No	Oslo	0301	Oslo
Knut Falchenberg	H	22	Male	Norsk		1952	No	Oslo	0301	Oslo
Toril Fiskerstrand	H	23	Female	Norsk		1956	No	Oslo	0301	Oslo
Svetlana Fjæren	H	24	Female	Norsk		1963	No	Oslo	0301	Oslo
Tore Holte Follestad	H	25	Male	Norsk		1969	No	Oslo	0301	Oslo
Torbjørn Furulund	H	26	Male	Norsk		1972	No	Oslo	0301	Oslo
Knut Gardbu	H	27	Male	Norsk		1939	No	Oslo	0301	Oslo
Tove Gilje	H	28	Female	Norsk		1948	No	Oslo	0301	Oslo
Tove Gjersrud	H	29	Female	Norsk		1973	No	Oslo	0301	Oslo
Ivar Glomstein	H	30	Male	Norsk		1946	No	Oslo	0301	Oslo
Ståle Hagen	H	31	Male	Norsk		1968	No	Oslo	0301	Oslo
Eivind Heløe	H	32	Male	Norsk		1966	No	Oslo	0301	Oslo
Anette Hjertø	H	33	Female	Norsk		1978	No	Oslo	0301	Oslo
Per-Trygve Hoff	H	34	Male	Norsk		1954	No	Oslo	0301	Oslo
Grete Horntvedt	H	35	Female	Norsk		1944	No	Oslo	0301	Oslo
Irma Iversen	H	36	Female	Norsk		1939	No	Oslo	0301	Oslo
Thomas Jahreie	H	37	Male	Norsk		1963	No	Oslo	0301	Oslo
Renate Johansen	H	38	Female	Norsk		1967	No	Oslo	0301	Oslo
Mubashar Kapur	H	39	Male	Non	Arabic	1979	No	Oslo	0301	Oslo
Per Morten Klette	H	40	Male	Norsk		1968	No	Oslo	0301	Oslo
Hermann Kopp	H	41	Male	Norsk		1936	No	Oslo	0301	Oslo
Ola Kvisgaard	H	42	Male	Norsk		1963	No	Oslo	0301	Oslo
Gunnar Larne	H	43	Male	Norsk		1951	No	Oslo	0301	Oslo
Ingeborg Midttun	H	44	Female	Norsk		1930	No	Oslo	0301	Oslo
Beate Mikalsen	H	45	Male	Norsk		1974	No	Oslo	0301	Oslo
Bent Trulsrud Nord	H	46	Male	Norsk		1976	No	Oslo	0301	Oslo
John Tore Norenberg	H	47	Male	Norsk		1941	No	Oslo	0301	Oslo
Henning Rokling-Andersen	H	48	Male	Norsk		1972	No	Oslo	0301	Oslo
Ellen W. Ronæss	H	49	Female	Norsk		1950	No	Oslo	0301	Oslo
Aamir J. Sheikh	H	51	Male	Non	Indian	1970	No	Oslo	0301	Oslo
Tom Erlend Skaug	H	52	Male	Norsk		1974	No	Oslo	0301	Oslo
Torunn Smedal	H	53	Male	Norsk		1978	No	Oslo	0301	Oslo
Kirsten Sogge	H	54	Male	Norsk		1950	No	Oslo	0301	Oslo
Peter Sollie	H	55	Male	Norsk		1950	No	Oslo	0301	Oslo
Anne-Turid Steinsvik	H	56	Female	Norsk		1944	No	Oslo	0301	Oslo
Mikkel Dahl Strømstad	H	57	Male	Norsk		1984	No	Oslo	0301	Oslo
Øyvind Såtvedt	H	58	Male	Norsk		1967	No	Oslo	0301	Oslo
Brit Teien	H	59	Female	Norsk		1945	No	Oslo	0301	Oslo
Vera Vendsbo	H	60	Female	Norsk		1943	No	Oslo	0301	Oslo
Tore Hermundsson Vigerust	H	61	Male	Norsk		1955	No	Oslo	0301	Oslo
Jon Ole Whist	H	62	Male	Norsk		1976	No	Oslo	0301	Oslo
Erik Soltvedt Wilvang	H	63	Male	Norsk		1968	No	Oslo	0301	Oslo
Iman Winkelman	H	64	Male	Non	Arabic	1984	No	Oslo	0301	Oslo
Bjarne Ødegaard	H	65	Male	Norsk		1946	No	Oslo	0301	Oslo
Mohan Singh Varma	IP	1	Male	Non	Indian	1947	Yes	Oslo	0301	Oslo
Moussa El-Hage	IP	2	Male	Non	Arabic	1957	Yes	Oslo	0301	Oslo
Gita Joshi	IP	3	Female	Non	Indian	1959	Yes	Oslo	0301	Oslo
Raphael Nechatini Koyuncu	IP	4	Male	Non	Turkish	1952	Yes	Oslo	0301	Oslo
Danish Khan	IP	5	Male	Non	Turkish	1974	No	Oslo	0301	Oslo
Laila Al Hage El-Zein	IP	6	Female	Non	Arabic	1966	No	Oslo	0301	Oslo
Mohamed Abdule	IP	7	Male	Non	Arabic	1960	No	Oslo	0301	Oslo
Hafida Yakhlef	IP	8	Female	Non	Arabic	1971	No	Oslo	0301	Oslo
Hussain Shafqat Chaudry	IP	9	Male	Non	Indian	1960	No	Oslo	0301	Oslo
Mario Neira	IP	10	Male	Non	Spanish	1951	No	Oslo	0301	Oslo
Aud Laheld Kvalbein	KRF	1	Male	Norsk		1948	Yes	Oslo	0301	Oslo
David Hansen	KRF	2	Male	Norsk		1978	Yes	Oslo	0301	Oslo
Benedikte Tollefsen-Minos	KRF	3	Male	Norsk		1966	Yes	Oslo	0301	Oslo
Hanne Hodnebrug	KRF	4	Female	Norsk		1956	Yes	Oslo	0301	Oslo
Gunnar Prestegård	KRF	5	Male	Norsk		1935	Yes	Oslo	0301	Oslo
Mona Høvset	KRF	6	Female	Norsk		1973	Yes	Oslo	0301	Oslo
Peter E. Walseth	KRF	7	Male	Norsk		1985	Yes	Oslo	0301	Oslo
Åshild Schmidt	KRF	8	Female	Norsk		1971	Yes	Oslo	0301	Oslo
Gunnar Kvalvaag	KRF	9	Male	Norsk		1947	Yes	Oslo	0301	Oslo
Ruth Jeanette Våler Løkke	KRF	10	Female	Norsk		1974	Yes	Oslo	0301	Oslo
Gjermund Løyning	KRF	11	Male	Norsk		1977	Yes	Oslo	0301	Oslo
Silje Helene Farner	KRF	12	Female	Norsk		1978	Yes	Oslo	0301	Oslo
Christoffer Sahl	KRF	13	Male	Norsk		1976	Yes	Oslo	0301	Oslo
Marit Andrine Kraglund	KRF	14	Female	Norsk		1980	Yes	Oslo	0301	Oslo
Frode Woldsund	KRF	15	Male	Norsk		1964	Yes	Oslo	0301	Oslo
Oddbjørg Minos	KRF	16	Male	Norsk		1968	Yes	Oslo	0301	Oslo
Gunnar Rein Olsen	KRF	17	Male	Norsk		1956	Yes	Oslo	0301	Oslo
Ann-Mari Røng	KRF	18	Female	Norsk		1977	Yes	Oslo	0301	Oslo
Hartvig Opsjøn	KRF	19	Male	Norsk		1950	Yes	Oslo	0301	Oslo
Habte-Ab Asgedom	KRF	20	Male	Non	Ethiopian	1950	Yes	Oslo	0301	Oslo
Gerhard Berg	KRF	21	Male	Norsk		1927	Yes	Oslo	0301	Oslo
Gunnar Bloch-Hoell	KRF	22	Male	Norsk		1947	Yes	Oslo	0301	Oslo
Tor Brattgjerd	KRF	23	Male	Norsk		1944	Yes	Oslo	0301	Oslo
Haakon Brænden	KRF	24	Male	Norsk		1966	Yes	Oslo	0301	Oslo
Inger Buskerud	KRF	25	Female	Norsk		1945	Yes	Oslo	0301	Oslo
Julian Thomas Calvert	KRF	26	Male	Norsk		1986	Yes	Oslo	0301	Oslo
Victor Calvert	KRF	27	Male	Norsk		1958	Yes	Oslo	0301	Oslo
Signe Carlsson	KRF	28	Male	Norsk		1930	Yes	Oslo	0301	Oslo
Ole Kristian Eivindson	KRF	29	Male	Norsk		1970	Yes	Oslo	0301	Oslo
Svanhild Helle Enstad	KRF	30	Female	Norsk		1974	Yes	Oslo	0301	Oslo
Kirsten Elisabeth Fougner	KRF	31	Female	Norsk		1934	Yes	Oslo	0301	Oslo
Hans Jørgen Gjertsen	KRF	32	Male	Norsk		1947	Yes	Oslo	0301	Oslo
Berit Gjerull	KRF	33	Female	Norsk		1940	Yes	Oslo	0301	Oslo
Ole Andreas Gjerull	KRF	34	Male	Norsk		1976	Yes	Oslo	0301	Oslo
Thorleif Holm Glad	KRF	35	Male	Norsk		1947	Yes	Oslo	0301	Oslo
Leif Endre Grutle	KRF	36	Male	Norsk		1972	Yes	Oslo	0301	Oslo
Oddvar Hatlehol	KRF	37	Male	Norsk		1951	Yes	Oslo	0301	Oslo
Anne Louise Hübert	KRF	38	Female	Norsk		1989	Yes	Oslo	0301	Oslo
Eivind Odd Haanes	KRF	39	Male	Norsk		1965	Yes	Oslo	0301	Oslo
Aksel Jakobsen	KRF	40	Male	Norsk		1974	Yes	Oslo	0301	Oslo
Sturla Espolin Johnson	KRF	41	Female	Norsk		1934	Yes	Oslo	0301	Oslo
Eldbjørg Mosvold Larsen	KRF	42	Male	Norsk		1946	Yes	Oslo	0301	Oslo
Klara Lie	KRF	43	Female	Norsk		1933	Yes	Oslo	0301	Oslo
Erik Lunde	KRF	44	Male	Norsk		1979	Yes	Oslo	0301	Oslo
Tor Kristian Lånke	KRF	45	Male	Norsk		1980	No	Oslo	0301	Oslo
Fredrick Otieno Makosir	KRF	46	Male	Norsk		1968	No	Oslo	0301	Oslo
Torbjørn Matre	KRF	47	Male	Norsk		1973	No	Oslo	0301	Oslo
Harald Nedrelid	KRF	48	Male	Norsk		1978	No	Oslo	0301	Oslo
Per Kristian Nielsen	KRF	49	Male	Norsk		1978	No	Oslo	0301	Oslo
Hanna Norheim	KRF	50	Female	Norsk		1980	No	Oslo	0301	Oslo
Hans A. Omland	KRF	51	Male	Norsk		1947	No	Oslo	0301	Oslo
Pål Christian Roland	KRF	52	Male	Norsk		1967	No	Oslo	0301	Oslo
Joakim Røise	KRF	53	Male	Norsk		1980	No	Oslo	0301	Oslo
John-Inge Skaardal	KRF	54	Male	Norsk		1977	No	Oslo	0301	Oslo
Thore Slåttedalen	KRF	55	Male	Norsk		1950	No	Oslo	0301	Oslo
Solfrid Syversen	KRF	56	Female	Norsk		1945	No	Oslo	0301	Oslo
Sverre Vatnar	KRF	57	Male	Norsk		1975	No	Oslo	0301	Oslo
Øivinn Wang	KRF	58	Male	Norsk		1933	No	Oslo	0301	Oslo
Even Westerveld	KRF	59	Male	Norsk		1980	No	Oslo	0301	Oslo
Bjørn Wigernæs	KRF	60	Male	Norsk		1942	No	Oslo	0301	Oslo
Marit Momrak Wright	KRF	61	Female	Norsk		1968	No	Oslo	0301	Oslo
Jon Håkon Øen	KRF	62	Male	Norsk		1973	No	Oslo	0301	Oslo
Per Roar Øgaard	KRF	63	Male	Norsk		1957	No	Oslo	0301	Oslo
Solfrid Tandberg Øhrn	KRF	64	Female	Norsk		1973	No	Oslo	0301	Oslo
Anne-Liv Gamlem	KRS	1	Female	Norsk		1960	No	Oslo	0301	Oslo
Nasser Fard	KRS	2	Male	Non	Arabic	1959	No	Oslo	0301	Oslo
Kristin Høimyr	KRS	3	Female	Norsk		1952	No	Oslo	0301	Oslo
Kjellbjørn Møller	KRS	4	Male	Norsk		1966	No	Oslo	0301	Oslo
